,class,path,1,2
41,Podiceps cristatus,data/images/podiceps_cristatus/cropped/191418841.jpg,-4.7456903,-3.289021
42,Podiceps cristatus,data/images/podiceps_cristatus/cropped/190619191.jpg,-2.1511307,-5.924645
43,Podiceps cristatus,data/images/podiceps_cristatus/cropped/190619181.jpg,-3.557558,-4.3562293
44,Podiceps cristatus,data/images/podiceps_cristatus/cropped/187815151.jpg,-6.3127723,-4.836239
45,Podiceps cristatus,data/images/podiceps_cristatus/cropped/187815141.jpg,-5.9960337,-5.0819516
46,Podiceps cristatus,data/images/podiceps_cristatus/cropped/187815131.jpg,-4.9904337,-4.1564984
47,Podiceps cristatus,data/images/podiceps_cristatus/cropped/187815121.jpg,-4.569525,-3.9335501
48,Podiceps cristatus,data/images/podiceps_cristatus/cropped/187815111.jpg,-5.762881,-3.2355158
49,Podiceps cristatus,data/images/podiceps_cristatus/cropped/187292311.jpg,-5.808056,-1.3528188
50,Podiceps cristatus,data/images/podiceps_cristatus/cropped/187292301.jpg,-5.293939,-4.914425
51,Podiceps cristatus,data/images/podiceps_cristatus/cropped/187125441.jpg,-5.060263,-4.666294
52,Podiceps cristatus,data/images/podiceps_cristatus/cropped/186457001.jpg,-4.5516734,-4.2716436
53,Podiceps cristatus,data/images/podiceps_cristatus/cropped/182886241.jpg,-4.3117085,-5.021203
54,Podiceps cristatus,data/images/podiceps_cristatus/cropped/181493621.jpg,-3.0404108,-4.1788692
55,Podiceps cristatus,data/images/podiceps_cristatus/cropped/178861681.jpg,-1.7147635,-5.2922997
56,Podiceps cristatus,data/images/podiceps_cristatus/cropped/177534031.jpg,-6.590658,-2.4533503
57,Podiceps cristatus,data/images/podiceps_cristatus/cropped/177534021.jpg,-4.95456,-2.1626582
58,Podiceps cristatus,data/images/podiceps_cristatus/cropped/177185141.jpg,-4.3677406,-6.45324
59,Podiceps cristatus,data/images/podiceps_cristatus/cropped/177185111.jpg,-3.531269,-5.9137874
60,Podiceps cristatus,data/images/podiceps_cristatus/cropped/177182001.jpg,-3.9607697,-5.3585625
61,Podiceps cristatus,data/images/podiceps_cristatus/cropped/177181331.jpg,-0.9013448,-1.4231237
62,Podiceps cristatus,data/images/podiceps_cristatus/cropped/177181111.jpg,-5.2760515,-3.5668721
63,Podiceps cristatus,data/images/podiceps_cristatus/cropped/177181101.jpg,-3.8250453,-4.8612933
64,Podiceps cristatus,data/images/podiceps_cristatus/cropped/177179361.jpg,-5.464736,-2.1538656
65,Podiceps cristatus,data/images/podiceps_cristatus/cropped/177179271.jpg,-4.5996413,-2.60591
66,Podiceps cristatus,data/images/podiceps_cristatus/cropped/177177691.jpg,-3.2452493,-3.6631417
67,Podiceps cristatus,data/images/podiceps_cristatus/cropped/177043451.jpg,-2.8887625,-0.34596378
68,Podiceps cristatus,data/images/podiceps_cristatus/cropped/177036161.jpg,-2.3165576,-5.0346274
69,Podiceps cristatus,data/images/podiceps_cristatus/cropped/177035811.jpg,-3.1992693,-5.6338644
70,Podiceps cristatus,data/images/podiceps_cristatus/cropped/177035781.jpg,-0.6546842,-1.7683849
71,Podiceps cristatus,data/images/podiceps_cristatus/cropped/177035021.jpg,-2.3006794,-3.6417127
72,Podiceps cristatus,data/images/podiceps_cristatus/cropped/173720851.jpg,-1.7239344,-7.101409
73,Podiceps cristatus,data/images/podiceps_cristatus/cropped/173455621.jpg,-2.6943934,-2.0411007
74,Podiceps cristatus,data/images/podiceps_cristatus/cropped/173059391.jpg,1.2835978,-6.029009
75,Podiceps cristatus,data/images/podiceps_cristatus/cropped/172706521.jpg,-4.868253,-4.060413
76,Podiceps cristatus,data/images/podiceps_cristatus/cropped/172590551.jpg,-3.0341568,-4.8788147
77,Podiceps cristatus,data/images/podiceps_cristatus/cropped/172590491.jpg,-4.725955,-3.6385586
78,Podiceps cristatus,data/images/podiceps_cristatus/cropped/172590331.jpg,-3.8085945,-3.5253131
79,Podiceps cristatus,data/images/podiceps_cristatus/cropped/172590261.jpg,-4.1915865,-4.7229385
80,Podiceps cristatus,data/images/podiceps_cristatus/cropped/172590241.jpg,-4.2977114,-3.508636
81,Podiceps cristatus,data/images/podiceps_cristatus/cropped/172495131.jpg,-4.7047153,-4.464858
82,Podiceps cristatus,data/images/podiceps_cristatus/cropped/171823541.jpg,-5.53839,-5.9284134
83,Podiceps cristatus,data/images/podiceps_cristatus/cropped/171715801.jpg,-2.5245028,-4.411941
84,Podiceps cristatus,data/images/podiceps_cristatus/cropped/171715611.jpg,-3.4456232,-5.301562
85,Podiceps cristatus,data/images/podiceps_cristatus/cropped/171715391.jpg,-2.5127058,1.4175608
86,Podiceps cristatus,data/images/podiceps_cristatus/cropped/171715161.jpg,-2.2673454,0.1847171
87,Podiceps cristatus,data/images/podiceps_cristatus/cropped/171715001.jpg,-4.338789,-2.1510313
88,Podiceps cristatus,data/images/podiceps_cristatus/cropped/171714991.jpg,-3.6506352,-5.163008
89,Podiceps cristatus,data/images/podiceps_cristatus/cropped/171714981.jpg,-2.3123899,-7.2888613
90,Podiceps cristatus,data/images/podiceps_cristatus/cropped/170976061.jpg,-4.5081816,-3.5432014
91,Podiceps cristatus,data/images/podiceps_cristatus/cropped/170970371.jpg,-5.4246798,-2.6068292
92,Podiceps cristatus,data/images/podiceps_cristatus/cropped/170500711.jpg,-4.9089885,-4.053013
93,Podiceps cristatus,data/images/podiceps_cristatus/cropped/170500701.jpg,-4.4226203,-5.445307
94,Podiceps cristatus,data/images/podiceps_cristatus/cropped/170492461.jpg,-1.7175788,0.007833689
95,Podiceps cristatus,data/images/podiceps_cristatus/cropped/170210851.jpg,-3.5704415,-4.3459015
96,Podiceps cristatus,data/images/podiceps_cristatus/cropped/170210841.jpg,1.2634802,-1.8832365
97,Podiceps cristatus,data/images/podiceps_cristatus/cropped/169989141.jpg,-4.6607842,-3.1817715
98,Podiceps cristatus,data/images/podiceps_cristatus/cropped/169989131.jpg,-3.2948456,-4.1819134
99,Podiceps cristatus,data/images/podiceps_cristatus/cropped/169760481.jpg,-7.171246,-4.6315765
100,Podiceps cristatus,data/images/podiceps_cristatus/cropped/169760461.jpg,-3.7999961,-4.9969935
101,Podiceps cristatus,data/images/podiceps_cristatus/cropped/168903161.jpg,-3.8462608,-1.3477046
102,Podiceps cristatus,data/images/podiceps_cristatus/cropped/168903151.jpg,-4.299781,-1.3394551
103,Podiceps cristatus,data/images/podiceps_cristatus/cropped/168903141.jpg,-3.550348,-4.4567814
104,Podiceps cristatus,data/images/podiceps_cristatus/cropped/168903121.jpg,-5.012848,-1.853276
105,Podiceps cristatus,data/images/podiceps_cristatus/cropped/168565851.jpg,-5.023832,-4.2411127
106,Podiceps cristatus,data/images/podiceps_cristatus/cropped/168565841.jpg,-5.0192947,-7.80336e-05
107,Podiceps cristatus,data/images/podiceps_cristatus/cropped/168565831.jpg,-0.30123806,-6.0911016
108,Podiceps cristatus,data/images/podiceps_cristatus/cropped/168565821.jpg,-4.699709,-4.582117
109,Podiceps cristatus,data/images/podiceps_cristatus/cropped/168565811.jpg,-3.101675,-6.2304645
110,Podiceps cristatus,data/images/podiceps_cristatus/cropped/168540971.jpg,-5.7267957,-5.0015516
111,Podiceps cristatus,data/images/podiceps_cristatus/cropped/167233671.jpg,-4.3811913,-4.002033
112,Podiceps cristatus,data/images/podiceps_cristatus/cropped/166888561.jpg,-2.842943,1.4912733
113,Podiceps cristatus,data/images/podiceps_cristatus/cropped/166374211.jpg,-4.664308,-4.199373
114,Podiceps cristatus,data/images/podiceps_cristatus/cropped/166157141.jpg,-2.6997812,-4.2329726
115,Podiceps cristatus,data/images/podiceps_cristatus/cropped/165888111.jpg,-1.5470117,0.099745385
116,Podiceps cristatus,data/images/podiceps_cristatus/cropped/165888101.jpg,-0.48469394,0.23572364
117,Podiceps cristatus,data/images/podiceps_cristatus/cropped/165594781.jpg,-2.962116,-3.3581357
118,Podiceps cristatus,data/images/podiceps_cristatus/cropped/165594771.jpg,-5.3139267,-3.749895
119,Podiceps cristatus,data/images/podiceps_cristatus/cropped/165594761.jpg,0.73767006,-0.15308256
120,Podiceps cristatus,data/images/podiceps_cristatus/cropped/164991341.jpg,0.13974185,2.2210135
121,Podiceps cristatus,data/images/podiceps_cristatus/cropped/161022211.jpg,-0.89388216,-5.4465017
122,Podiceps cristatus,data/images/podiceps_cristatus/cropped/157692101.jpg,-5.5825124,-4.536086
123,Podiceps cristatus,data/images/podiceps_cristatus/cropped/152498261.jpg,1.8804295,-1.4805217
124,Podiceps cristatus,data/images/podiceps_cristatus/cropped/152498201.jpg,0.9506678,-1.1364791
125,Podiceps cristatus,data/images/podiceps_cristatus/cropped/151614541.jpg,-0.062072307,0.3311941
126,Podiceps cristatus,data/images/podiceps_cristatus/cropped/151614531.jpg,-4.682717,-3.9348607
127,Podiceps cristatus,data/images/podiceps_cristatus/cropped/150593931.jpg,-3.3516767,-1.74396
128,Podiceps cristatus,data/images/podiceps_cristatus/cropped/150153121.jpg,-4.3408375,-4.8289995
129,Podiceps cristatus,data/images/podiceps_cristatus/cropped/150153111.jpg,-5.8576446,-3.0267127
130,Podiceps cristatus,data/images/podiceps_cristatus/cropped/150153101.jpg,-5.2537913,-3.7804267
131,Podiceps cristatus,data/images/podiceps_cristatus/cropped/148479001.jpg,-1.6714997,-6.7996197
132,Podiceps cristatus,data/images/podiceps_cristatus/cropped/148047571.jpg,-6.2563486,-2.457591
133,Podiceps cristatus,data/images/podiceps_cristatus/cropped/147298291.jpg,-5.468789,-2.9268587
134,Podiceps cristatus,data/images/podiceps_cristatus/cropped/146310621.jpg,-2.853117,-2.0273416
135,Podiceps cristatus,data/images/podiceps_cristatus/cropped/144507741.jpg,-3.988014,-3.650458
136,Podiceps cristatus,data/images/podiceps_cristatus/cropped/144459681.jpg,-2.5749476,-3.5782044
137,Podiceps cristatus,data/images/podiceps_cristatus/cropped/143847991.jpg,-5.451225,4.5802617
138,Podiceps cristatus,data/images/podiceps_cristatus/cropped/143847071.jpg,-4.4416275,-5.905503
139,Podiceps cristatus,data/images/podiceps_cristatus/cropped/143847061.jpg,-3.8956282,-4.941903
140,Podiceps cristatus,data/images/podiceps_cristatus/cropped/143511961.jpg,-2.9715073,-1.7588369
141,Podiceps cristatus,data/images/podiceps_cristatus/cropped/143095311.jpg,-1.212349,-1.9453418
142,Podiceps cristatus,data/images/podiceps_cristatus/cropped/141193711.jpg,-4.46194,-5.93144
143,Podiceps cristatus,data/images/podiceps_cristatus/cropped/138666511.jpg,-3.8952935,-3.7931037
144,Podiceps cristatus,data/images/podiceps_cristatus/cropped/138666501.jpg,-1.9715545,0.67940533
145,Podiceps cristatus,data/images/podiceps_cristatus/cropped/138666411.jpg,-3.094797,-6.4868402
146,Podiceps cristatus,data/images/podiceps_cristatus/cropped/138666221.jpg,-2.1050875,-3.4048228
147,Podiceps cristatus,data/images/podiceps_cristatus/cropped/138666131.jpg,-4.234852,-0.56193566
148,Podiceps cristatus,data/images/podiceps_cristatus/cropped/138440981.jpg,-4.777296,-3.7802224
149,Podiceps cristatus,data/images/podiceps_cristatus/cropped/137498211.jpg,-0.6081503,1.1362643
150,Podiceps cristatus,data/images/podiceps_cristatus/cropped/136727561.jpg,-1.2019569,2.0407798
151,Podiceps cristatus,data/images/podiceps_cristatus/cropped/133478271.jpg,-3.0757952,3.6047132
152,Podiceps cristatus,data/images/podiceps_cristatus/cropped/130087201.jpg,-4.162657,-4.5985227
153,Podiceps cristatus,data/images/podiceps_cristatus/cropped/128084961.jpg,-2.8543806,-4.498243
154,Podiceps cristatus,data/images/podiceps_cristatus/cropped/127044091.jpg,-1.1027278,-1.7821622
155,Podiceps cristatus,data/images/podiceps_cristatus/cropped/127043971.jpg,-1.1554866,2.7099562
156,Podiceps cristatus,data/images/podiceps_cristatus/cropped/127043581.jpg,-5.225374,-3.1956003
157,Podiceps cristatus,data/images/podiceps_cristatus/cropped/127042721.jpg,-4.835174,-0.8224404
158,Podiceps cristatus,data/images/podiceps_cristatus/cropped/127042711.jpg,-2.4683855,-4.10444
159,Podiceps cristatus,data/images/podiceps_cristatus/cropped/125527251.jpg,-4.6745567,-4.561701
160,Podiceps cristatus,data/images/podiceps_cristatus/cropped/125527111.jpg,-2.745868,-0.22082105
161,Podiceps cristatus,data/images/podiceps_cristatus/cropped/125526931.jpg,-5.8585987,-2.4695537
162,Podiceps cristatus,data/images/podiceps_cristatus/cropped/125526921.jpg,-3.7335234,-4.94995
163,Podiceps cristatus,data/images/podiceps_cristatus/cropped/125526691.jpg,-4.1845436,-3.4617524
164,Podiceps cristatus,data/images/podiceps_cristatus/cropped/125526671.jpg,-3.4671392,-2.996787
165,Podiceps cristatus,data/images/podiceps_cristatus/cropped/125211141.jpg,-4.789351,-4.004505
166,Podiceps cristatus,data/images/podiceps_cristatus/cropped/118965591.jpg,-6.220087,-2.8045082
167,Podiceps cristatus,data/images/podiceps_cristatus/cropped/116472051.jpg,-2.3769348,-6.2668996
168,Podiceps cristatus,data/images/podiceps_cristatus/cropped/114826431.jpg,0.53726304,-3.0573182
169,Podiceps cristatus,data/images/podiceps_cristatus/cropped/114826381.jpg,-2.8411667,-6.7044005
170,Podiceps cristatus,data/images/podiceps_cristatus/cropped/114794771.jpg,-4.736968,-4.833698
171,Podiceps cristatus,data/images/podiceps_cristatus/cropped/112181211.jpg,-5.967589,1.7129529
172,Podiceps cristatus,data/images/podiceps_cristatus/cropped/111746071.jpg,-3.7756245,-5.5011683
173,Podiceps cristatus,data/images/podiceps_cristatus/cropped/111746051.jpg,-5.0518284,-3.9474967
174,Podiceps cristatus,data/images/podiceps_cristatus/cropped/111011641.jpg,-3.3422391,-5.6573906
175,Podiceps cristatus,data/images/podiceps_cristatus/cropped/111011611.jpg,-0.4741285,-3.2602737
176,Podiceps cristatus,data/images/podiceps_cristatus/cropped/110712371.jpg,-5.422094,-5.6139894
177,Podiceps cristatus,data/images/podiceps_cristatus/cropped/110712361.jpg,-5.3099093,-3.5744834
178,Podiceps cristatus,data/images/podiceps_cristatus/cropped/110712261.jpg,-3.7325456,-5.0918436
179,Podiceps cristatus,data/images/podiceps_cristatus/cropped/110712171.jpg,-7.154903,-6.203099
180,Podiceps cristatus,data/images/podiceps_cristatus/cropped/110712141.jpg,-4.1835628,-4.2777696
181,Podiceps cristatus,data/images/podiceps_cristatus/cropped/110712061.jpg,-5.4265842,-3.1178699
182,Podiceps cristatus,data/images/podiceps_cristatus/cropped/109703801.jpg,-4.8123355,-1.9868643
183,Podiceps cristatus,data/images/podiceps_cristatus/cropped/107876891.jpg,-4.0902762,-6.2550635
184,Podiceps cristatus,data/images/podiceps_cristatus/cropped/107794081.jpg,-0.6633732,-0.5986824
185,Podiceps cristatus,data/images/podiceps_cristatus/cropped/107774111.jpg,-5.890566,-4.620181
186,Podiceps cristatus,data/images/podiceps_cristatus/cropped/107687421.jpg,-0.91792756,-0.21834876
187,Podiceps cristatus,data/images/podiceps_cristatus/cropped/107670361.jpg,0.9645169,2.2449324
188,Podiceps cristatus,data/images/podiceps_cristatus/cropped/107264671.jpg,-4.8113513,-3.361797
189,Podiceps cristatus,data/images/podiceps_cristatus/cropped/107264591.jpg,-0.025311202,3.43688
190,Podiceps cristatus,data/images/podiceps_cristatus/cropped/106846511.jpg,-5.156394,-3.6317468
191,Podiceps cristatus,data/images/podiceps_cristatus/cropped/106693951.jpg,-3.0806909,-3.8988595
192,Podiceps cristatus,data/images/podiceps_cristatus/cropped/105011021.jpg,-4.7349396,-4.661267
193,Podiceps cristatus,data/images/podiceps_cristatus/cropped/105011011.jpg,-6.4311695,-3.7208903
194,Podiceps cristatus,data/images/podiceps_cristatus/cropped/105011001.jpg,-4.4756446,-5.481744
195,Podiceps cristatus,data/images/podiceps_cristatus/cropped/105010991.jpg,-4.1858616,-3.9594178
196,Podiceps cristatus,data/images/podiceps_cristatus/cropped/102972921.jpg,0.49422398,-0.18057859
197,Podiceps cristatus,data/images/podiceps_cristatus/cropped/84360341.jpg,-5.3284698,-5.262822
198,Podiceps cristatus,data/images/podiceps_cristatus/cropped/84360331.jpg,0.2428246,2.824038
199,Podiceps cristatus,data/images/podiceps_cristatus/cropped/76129091.jpg,-0.69384587,2.3069055
200,Podiceps cristatus,data/images/podiceps_cristatus/cropped/73009611.jpg,-5.914477,-5.117517
201,Podiceps cristatus,data/images/podiceps_cristatus/cropped/72999571.jpg,-3.8145087,-3.016193
202,Podiceps cristatus,data/images/podiceps_cristatus/cropped/71612241.jpg,-6.7103806,-4.4857345
203,Podiceps cristatus,data/images/podiceps_cristatus/cropped/71612231.jpg,-3.1327894,-5.0091515
204,Podiceps cristatus,data/images/podiceps_cristatus/cropped/70812681.jpg,-4.841609,-3.257933
205,Podiceps cristatus,data/images/podiceps_cristatus/cropped/70775671.jpg,-3.9303708,-5.360586
206,Podiceps cristatus,data/images/podiceps_cristatus/cropped/70775661.jpg,-0.95737535,-5.2875214
207,Podiceps cristatus,data/images/podiceps_cristatus/cropped/70431681.jpg,-3.9101205,-3.645072
208,Podiceps cristatus,data/images/podiceps_cristatus/cropped/70431631.jpg,-3.8192716,-1.3755966
209,Podiceps cristatus,data/images/podiceps_cristatus/cropped/68765481.jpg,-4.1072135,-3.8543866
210,Podiceps cristatus,data/images/podiceps_cristatus/cropped/68765431.jpg,-2.6529725,-1.2161489
211,Podiceps cristatus,data/images/podiceps_cristatus/cropped/67026301.jpg,-4.44065,-5.5036955
212,Podiceps cristatus,data/images/podiceps_cristatus/cropped/67026291.jpg,-2.9204855,-2.81864
213,Podiceps cristatus,data/images/podiceps_cristatus/cropped/66947631.jpg,-1.5434839,-4.832712
214,Podiceps cristatus,data/images/podiceps_cristatus/cropped/66822991.jpg,-5.5151114,-4.7595882
215,Podiceps cristatus,data/images/podiceps_cristatus/cropped/66822981.jpg,-2.8494024,-2.2126439
216,Podiceps cristatus,data/images/podiceps_cristatus/cropped/66789721.jpg,-4.621312,-0.44439417
217,Podiceps cristatus,data/images/podiceps_cristatus/cropped/66789711.jpg,-1.0684114,1.2542917
218,Podiceps cristatus,data/images/podiceps_cristatus/cropped/66789391.jpg,-3.5092986,-2.1077907
219,Podiceps cristatus,data/images/podiceps_cristatus/cropped/66151031.jpg,-0.014777409,-5.502169
220,Podiceps cristatus,data/images/podiceps_cristatus/cropped/66150991.jpg,-0.87665486,-1.7305306
221,Podiceps cristatus,data/images/podiceps_cristatus/cropped/62584131.jpg,-6.8092256,-3.6017547
222,Podiceps cristatus,data/images/podiceps_cristatus/cropped/61222911.jpg,1.8564737,-2.6219633
223,Podiceps cristatus,data/images/podiceps_cristatus/cropped/61222901.jpg,1.9741395,-3.3560529
224,Podiceps cristatus,data/images/podiceps_cristatus/cropped/61031341.jpg,-1.0594538,1.8112893
225,Podiceps cristatus,data/images/podiceps_cristatus/cropped/61031321.jpg,-4.4249196,-6.4111967
226,Podiceps cristatus,data/images/podiceps_cristatus/cropped/61031311.jpg,-0.46587572,1.9523704
227,Podiceps cristatus,data/images/podiceps_cristatus/cropped/61031261.jpg,-2.0582237,-4.1680775
228,Podiceps cristatus,data/images/podiceps_cristatus/cropped/61031251.jpg,-2.7313867,-1.7569987
229,Podiceps cristatus,data/images/podiceps_cristatus/cropped/61029931.jpg,-4.589053,-3.6881723
230,Podiceps cristatus,data/images/podiceps_cristatus/cropped/61027141.jpg,-6.1667175,-4.5182705
231,Podiceps cristatus,data/images/podiceps_cristatus/cropped/61027071.jpg,-7.023333,-1.9259062
232,Podiceps cristatus,data/images/podiceps_cristatus/cropped/61027031.jpg,-6.257341,-3.3797364
233,Podiceps cristatus,data/images/podiceps_cristatus/cropped/61026841.jpg,-5.573537,-2.877636
234,Podiceps cristatus,data/images/podiceps_cristatus/cropped/60894171.jpg,-5.830503,-3.7630954
235,Podiceps cristatus,data/images/podiceps_cristatus/cropped/60894161.jpg,-5.5433936,-2.8179994
236,Podiceps cristatus,data/images/podiceps_cristatus/cropped/60894031.jpg,-3.3741279,-0.09326417
237,Podiceps cristatus,data/images/podiceps_cristatus/cropped/60301151.jpg,-3.4684944,-2.8119721
238,Podiceps cristatus,data/images/podiceps_cristatus/cropped/60094151.jpg,-2.5870945,-0.86241025
239,Podiceps cristatus,data/images/podiceps_cristatus/cropped/57835851.jpg,-2.9102857,-3.255363
240,Podiceps cristatus,data/images/podiceps_cristatus/cropped/55479631.jpg,-4.529412,-3.9277334
241,Podiceps cristatus,data/images/podiceps_cristatus/cropped/55352101.jpg,-4.012725,-6.621454
242,Podiceps cristatus,data/images/podiceps_cristatus/cropped/54812061.jpg,-4.3738165,-5.2979565
243,Podiceps cristatus,data/images/podiceps_cristatus/cropped/54145351.jpg,-3.375374,-3.418213
244,Podiceps cristatus,data/images/podiceps_cristatus/cropped/51067511.jpg,-4.623198,-4.11031
245,Podiceps cristatus,data/images/podiceps_cristatus/cropped/50128251.jpg,-4.2028923,4.437724
246,Podiceps cristatus,data/images/podiceps_cristatus/cropped/50026331.jpg,-5.428175,-3.8203337
247,Podiceps cristatus,data/images/podiceps_cristatus/cropped/48657721.jpg,-0.2740752,-3.0068626
248,Podiceps cristatus,data/images/podiceps_cristatus/cropped/48657711.jpg,-1.2929039,-4.009288
249,Podiceps cristatus,data/images/podiceps_cristatus/cropped/48050581.jpg,-5.940476,-1.9499593
250,Podiceps cristatus,data/images/podiceps_cristatus/cropped/46841971.jpg,-3.7984898,-4.847594
251,Podiceps cristatus,data/images/podiceps_cristatus/cropped/43680371.jpg,-3.9197803,-5.1428437
252,Podiceps cristatus,data/images/podiceps_cristatus/cropped/43680331.jpg,-3.3138862,-0.6338562
253,Podiceps cristatus,data/images/podiceps_cristatus/cropped/43470691.jpg,-4.497481,-6.263045
254,Podiceps cristatus,data/images/podiceps_cristatus/cropped/38453731.jpg,-6.4305162,-2.7533648
255,Podiceps cristatus,data/images/podiceps_cristatus/cropped/38453661.jpg,-5.365798,-0.89860064
256,Podiceps cristatus,data/images/podiceps_cristatus/cropped/38453481.jpg,-5.483952,-2.9891026
257,Podiceps cristatus,data/images/podiceps_cristatus/cropped/38453411.jpg,-5.6819725,-1.1579797
258,Podiceps cristatus,data/images/podiceps_cristatus/cropped/37785041.jpg,-4.3908777,-3.7686453
259,Podiceps cristatus,data/images/podiceps_cristatus/cropped/37743661.jpg,-4.420035,-2.9672043
260,Podiceps cristatus,data/images/podiceps_cristatus/cropped/32727991.jpg,-3.2250302,-3.4766517
261,Podiceps cristatus,data/images/podiceps_cristatus/cropped/32727981.jpg,-1.1629221,-6.9999037
262,Podiceps cristatus,data/images/podiceps_cristatus/cropped/31525291.jpg,-4.918032,-3.957344
263,Podiceps cristatus,data/images/podiceps_cristatus/cropped/31497341.jpg,0.49649966,2.421748
264,Podiceps cristatus,data/images/podiceps_cristatus/cropped/28677121.jpg,-4.059568,-5.887213
265,Podiceps cristatus,data/images/podiceps_cristatus/cropped/26957741.jpg,0.99817,-1.8072664
266,Podiceps cristatus,data/images/podiceps_cristatus/cropped/25750821.jpg,-1.1517448,-6.326898
267,Podiceps cristatus,data/images/podiceps_cristatus/cropped/23465281.jpg,-1.005576,-3.6109316
268,Podiceps cristatus,data/images/podiceps_cristatus/cropped/21082681.jpg,-5.2294865,-5.7032313
269,Podiceps cristatus,data/images/podiceps_cristatus/cropped/21082671.jpg,-5.4118576,-4.946692
270,Podiceps cristatus,data/images/podiceps_cristatus/cropped/20453791.jpg,-6.047158,-4.1464114
271,Podiceps cristatus,data/images/podiceps_cristatus/cropped/20446271.jpg,-7.4418087,1.3632256
272,Fulica atra,data/images/fulica_atra/cropped/206607851.jpg,1.0745265,-5.4124026
