1380,Pyrrhocorax graculus
616,Chroicocephalus ridibundus
493,Fulica atra
1111,Cygnus olor
1347,Pyrrhocorax graculus
405,Fulica atra
473,Fulica atra
1081,Cygnus olor
210,Podiceps cristatus
524,Chroicocephalus ridibundus
726,Chroicocephalus ridibundus
168,Podiceps cristatus
650,Chroicocephalus ridibundus
1400,Pyrrhocorax graculus
417,Fulica atra
483,Fulica atra
599,Chroicocephalus ridibundus
1076,Cygnus olor
1172,Cygnus olor
500,Fulica atra
28,Podiceps cristatus
1209,Cygnus olor
1109,Cygnus olor
13,Podiceps cristatus
311,Fulica atra
1351,Pyrrhocorax graculus
1058,Cygnus olor
220,Podiceps cristatus
445,Fulica atra
1,Podiceps cristatus
303,Fulica atra
105,Podiceps cristatus
728,Chroicocephalus ridibundus
1321,Pyrrhocorax graculus
1422,Pyrrhocorax graculus
137,Podiceps cristatus
1316,Pyrrhocorax graculus
225,Podiceps cristatus
535,Chroicocephalus ridibundus
586,Chroicocephalus ridibundus
240,Podiceps cristatus
1226,Cygnus olor
1283,Pyrrhocorax graculus
1095,Cygnus olor
442,Fulica atra
554,Chroicocephalus ridibundus
555,Chroicocephalus ridibundus
198,Podiceps cristatus
281,Fulica atra
1375,Pyrrhocorax graculus
272,Fulica atra
41,Podiceps cristatus
89,Podiceps cristatus
252,Podiceps cristatus
649,Chroicocephalus ridibundus
1237,Cygnus olor
748,Chroicocephalus ridibundus
1360,Pyrrhocorax graculus
1291,Pyrrhocorax graculus
584,Chroicocephalus ridibundus
498,Fulica atra
634,Chroicocephalus ridibundus
1417,Pyrrhocorax graculus
724,Chroicocephalus ridibundus
755,Chroicocephalus ridibundus
39,Podiceps cristatus
55,Podiceps cristatus
360,Fulica atra
1251,Pyrrhocorax graculus
12,Podiceps cristatus
394,Fulica atra
1248,Pyrrhocorax graculus
45,Podiceps cristatus
83,Podiceps cristatus
298,Fulica atra
644,Chroicocephalus ridibundus
7,Podiceps cristatus
200,Podiceps cristatus
1247,Cygnus olor
1118,Cygnus olor
146,Podiceps cristatus
567,Chroicocephalus ridibundus
1202,Cygnus olor
348,Fulica atra
1258,Pyrrhocorax graculus
1088,Cygnus olor
35,Podiceps cristatus
1182,Cygnus olor
1310,Pyrrhocorax graculus
1319,Pyrrhocorax graculus
104,Podiceps cristatus
485,Fulica atra
1193,Cygnus olor
1338,Pyrrhocorax graculus
111,Podiceps cristatus
533,Chroicocephalus ridibundus
772,Chroicocephalus ridibundus
662,Chroicocephalus ridibundus
0,Podiceps cristatus
84,Podiceps cristatus
1125,Cygnus olor
1383,Pyrrhocorax graculus
1270,Pyrrhocorax graculus
523,Chroicocephalus ridibundus
431,Fulica atra
268,Podiceps cristatus
1275,Pyrrhocorax graculus
241,Podiceps cristatus
1175,Cygnus olor
1120,Cygnus olor
414,Fulica atra
1198,Cygnus olor
1404,Pyrrhocorax graculus
1419,Pyrrhocorax graculus
1143,Cygnus olor
1097,Cygnus olor
279,Fulica atra
583,Chroicocephalus ridibundus
127,Podiceps cristatus
101,Podiceps cristatus
1299,Pyrrhocorax graculus
