577,Chroicocephalus ridibundus
1365,Pyrrhocorax graculus
781,Chroicocephalus ridibundus
729,Chroicocephalus ridibundus
542,Chroicocephalus ridibundus
1050,Cygnus olor
559,Chroicocephalus ridibundus
332,Fulica atra
687,Chroicocephalus ridibundus
112,Podiceps cristatus
362,Fulica atra
202,Podiceps cristatus
1390,Pyrrhocorax graculus
1218,Cygnus olor
1123,Cygnus olor
1370,Pyrrhocorax graculus
276,Fulica atra
1194,Cygnus olor
278,Fulica atra
309,Fulica atra
371,Fulica atra
280,Fulica atra
659,Chroicocephalus ridibundus
596,Chroicocephalus ridibundus
287,Fulica atra
20,Podiceps cristatus
471,Fulica atra
1420,Pyrrhocorax graculus
484,Fulica atra
243,Podiceps cristatus
1384,Pyrrhocorax graculus
393,Fulica atra
37,Podiceps cristatus
171,Podiceps cristatus
1395,Pyrrhocorax graculus
174,Podiceps cristatus
759,Chroicocephalus ridibundus
1064,Cygnus olor
1296,Pyrrhocorax graculus
1322,Pyrrhocorax graculus
575,Chroicocephalus ridibundus
754,Chroicocephalus ridibundus
103,Podiceps cristatus
370,Fulica atra
461,Fulica atra
1241,Cygnus olor
452,Fulica atra
1413,Pyrrhocorax graculus
757,Chroicocephalus ridibundus
1242,Cygnus olor
1371,Pyrrhocorax graculus
1382,Pyrrhocorax graculus
1272,Pyrrhocorax graculus
73,Podiceps cristatus
546,Chroicocephalus ridibundus
69,Podiceps cristatus
60,Podiceps cristatus
532,Chroicocephalus ridibundus
177,Podiceps cristatus
593,Chroicocephalus ridibundus
717,Chroicocephalus ridibundus
1185,Cygnus olor
299,Fulica atra
134,Podiceps cristatus
1386,Pyrrhocorax graculus
613,Chroicocephalus ridibundus
669,Chroicocephalus ridibundus
601,Chroicocephalus ridibundus
1267,Pyrrhocorax graculus
283,Fulica atra
620,Chroicocephalus ridibundus
72,Podiceps cristatus
1203,Cygnus olor
1126,Cygnus olor
1180,Cygnus olor
400,Fulica atra
1366,Pyrrhocorax graculus
10,Podiceps cristatus
403,Fulica atra
1324,Pyrrhocorax graculus
153,Podiceps cristatus
1396,Pyrrhocorax graculus
320,Fulica atra
1259,Pyrrhocorax graculus
1353,Pyrrhocorax graculus
1260,Pyrrhocorax graculus
260,Podiceps cristatus
67,Podiceps cristatus
1249,Pyrrhocorax graculus
1166,Cygnus olor
1161,Cygnus olor
294,Fulica atra
722,Chroicocephalus ridibundus
750,Chroicocephalus ridibundus
606,Chroicocephalus ridibundus
333,Fulica atra
162,Podiceps cristatus
665,Chroicocephalus ridibundus
128,Podiceps cristatus
1326,Pyrrhocorax graculus
552,Chroicocephalus ridibundus
212,Podiceps cristatus
1253,Pyrrhocorax graculus
1428,Pyrrhocorax graculus
1205,Cygnus olor
453,Fulica atra
1110,Cygnus olor
337,Fulica atra
1298,Pyrrhocorax graculus
639,Chroicocephalus ridibundus
1213,Cygnus olor
1325,Pyrrhocorax graculus
58,Podiceps cristatus
1266,Pyrrhocorax graculus
1124,Cygnus olor
1378,Pyrrhocorax graculus
517,Fulica atra
719,Chroicocephalus ridibundus
126,Podiceps cristatus
597,Chroicocephalus ridibundus
539,Chroicocephalus ridibundus
1434,Pyrrhocorax graculus
1295,Pyrrhocorax graculus
1059,Cygnus olor
465,Fulica atra
386,Fulica atra
475,Fulica atra
742,Chroicocephalus ridibundus
1245,Cygnus olor
148,Podiceps cristatus
1188,Cygnus olor
519,Fulica atra
463,Fulica atra
740,Chroicocephalus ridibundus
1211,Cygnus olor
1069,Cygnus olor
1145,Cygnus olor
1312,Pyrrhocorax graculus
641,Chroicocephalus ridibundus
720,Chroicocephalus ridibundus
1329,Pyrrhocorax graculus
156,Podiceps cristatus
375,Fulica atra
248,Podiceps cristatus
767,Chroicocephalus ridibundus
1284,Pyrrhocorax graculus
638,Chroicocephalus ridibundus
464,Fulica atra
1250,Pyrrhocorax graculus
1405,Pyrrhocorax graculus
119,Podiceps cristatus
761,Chroicocephalus ridibundus
1085,Cygnus olor
562,Chroicocephalus ridibundus
1336,Pyrrhocorax graculus
609,Chroicocephalus ridibundus
1201,Cygnus olor
488,Fulica atra
230,Podiceps cristatus
172,Podiceps cristatus
426,Fulica atra
1044,Cygnus olor
275,Fulica atra
1222,Cygnus olor
1425,Pyrrhocorax graculus
1399,Pyrrhocorax graculus
1228,Cygnus olor
762,Chroicocephalus ridibundus
1151,Cygnus olor
1302,Pyrrhocorax graculus
610,Chroicocephalus ridibundus
82,Podiceps cristatus
344,Fulica atra
1189,Cygnus olor
396,Fulica atra
228,Podiceps cristatus
190,Podiceps cristatus
492,Fulica atra
1333,Pyrrhocorax graculus
1134,Cygnus olor
692,Chroicocephalus ridibundus
395,Fulica atra
229,Podiceps cristatus
232,Podiceps cristatus
316,Fulica atra
1381,Pyrrhocorax graculus
49,Podiceps cristatus
145,Podiceps cristatus
1397,Pyrrhocorax graculus
263,Podiceps cristatus
1142,Cygnus olor
351,Fulica atra
496,Fulica atra
1078,Cygnus olor
188,Podiceps cristatus
377,Fulica atra
1114,Cygnus olor
1204,Cygnus olor
1115,Cygnus olor
1164,Cygnus olor
538,Chroicocephalus ridibundus
1146,Cygnus olor
707,Chroicocephalus ridibundus
549,Chroicocephalus ridibundus
1340,Pyrrhocorax graculus
50,Podiceps cristatus
460,Fulica atra
250,Podiceps cristatus
1317,Pyrrhocorax graculus
317,Fulica atra
106,Podiceps cristatus
605,Chroicocephalus ridibundus
646,Chroicocephalus ridibundus
1311,Pyrrhocorax graculus
623,Chroicocephalus ridibundus
1039,Cygnus olor
17,Podiceps cristatus
1138,Cygnus olor
658,Chroicocephalus ridibundus
1342,Pyrrhocorax graculus
249,Podiceps cristatus
1334,Pyrrhocorax graculus
454,Fulica atra
428,Fulica atra
1212,Cygnus olor
1155,Cygnus olor
602,Chroicocephalus ridibundus
739,Chroicocephalus ridibundus
489,Fulica atra
590,Chroicocephalus ridibundus
100,Podiceps cristatus
92,Podiceps cristatus
711,Chroicocephalus ridibundus
645,Chroicocephalus ridibundus
1427,Pyrrhocorax graculus
1432,Pyrrhocorax graculus
1406,Pyrrhocorax graculus
117,Podiceps cristatus
1330,Pyrrhocorax graculus
1281,Pyrrhocorax graculus
402,Fulica atra
604,Chroicocephalus ridibundus
557,Chroicocephalus ridibundus
3,Podiceps cristatus
1086,Cygnus olor
653,Chroicocephalus ridibundus
211,Podiceps cristatus
1373,Pyrrhocorax graculus
22,Podiceps cristatus
358,Fulica atra
497,Fulica atra
282,Fulica atra
1045,Cygnus olor
183,Podiceps cristatus
438,Fulica atra
1236,Cygnus olor
1149,Cygnus olor
1239,Cygnus olor
1195,Cygnus olor
648,Chroicocephalus ridibundus
499,Fulica atra
1099,Cygnus olor
1337,Pyrrhocorax graculus
1273,Pyrrhocorax graculus
390,Fulica atra
302,Fulica atra
364,Fulica atra
698,Chroicocephalus ridibundus
716,Chroicocephalus ridibundus
1409,Pyrrhocorax graculus
501,Fulica atra
1345,Pyrrhocorax graculus
1286,Pyrrhocorax graculus
1084,Cygnus olor
208,Podiceps cristatus
31,Podiceps cristatus
1256,Pyrrhocorax graculus
510,Fulica atra
1369,Pyrrhocorax graculus
1407,Pyrrhocorax graculus
1177,Cygnus olor
34,Podiceps cristatus
522,Chroicocephalus ridibundus
436,Fulica atra
439,Fulica atra
747,Chroicocephalus ridibundus
295,Fulica atra
1230,Cygnus olor
771,Chroicocephalus ridibundus
1341,Pyrrhocorax graculus
1398,Pyrrhocorax graculus
343,Fulica atra
664,Chroicocephalus ridibundus
490,Fulica atra
766,Chroicocephalus ridibundus
1055,Cygnus olor
158,Podiceps cristatus
708,Chroicocephalus ridibundus
418,Fulica atra
1418,Pyrrhocorax graculus
1132,Cygnus olor
684,Chroicocephalus ridibundus
435,Fulica atra
178,Podiceps cristatus
1082,Cygnus olor
1196,Cygnus olor
1282,Pyrrhocorax graculus
1062,Cygnus olor
636,Chroicocephalus ridibundus
312,Fulica atra
1156,Cygnus olor
1103,Cygnus olor
385,Fulica atra
326,Fulica atra
150,Podiceps cristatus
368,Fulica atra
525,Chroicocephalus ridibundus
239,Podiceps cristatus
196,Podiceps cristatus
1042,Cygnus olor
27,Podiceps cristatus
1154,Cygnus olor
661,Chroicocephalus ridibundus
21,Podiceps cristatus
387,Fulica atra
1393,Pyrrhocorax graculus
1287,Pyrrhocorax graculus
632,Chroicocephalus ridibundus
1385,Pyrrhocorax graculus
380,Fulica atra
354,Fulica atra
714,Chroicocephalus ridibundus
76,Podiceps cristatus
382,Fulica atra
1054,Cygnus olor
1171,Cygnus olor
